`mesh_descriptor_uid`,`name`,`annotation`,`created_at`,`updated_at`,`deleted`
D009708,Nucleotidases,,2010-01-01 00:00:00,2014-08-19 05:56:26,0
D009709,Nucleotide Deaminases,do not confuse with NUCLEOSIDE DEAMINASES,2010-01-01 00:00:00,2014-08-19 05:56:28,0
D009710,Nucleotide Mapping,2-dimensional separation & anal of nucleotides,2010-01-01 00:00:00,2014-08-19 05:56:31,0
D009711,Nucleotides,pyridine nucleotides are probably NAD or NADP; /anal: consider also NUCLEOTIDE MAPPING,2010-01-01 00:00:00,2014-08-19 05:56:33,0
D009712,"Nucleotides, Cyclic",,2010-01-01 00:00:00,2014-08-19 05:56:36,0
D009713,Nucleotidyltransferases,,2010-01-01 00:00:00,2014-08-19 05:56:39,0
D009714,Nucleus Accumbens,,2010-01-01 00:00:00,2014-08-19 05:56:42,0
D009715,Nudism,,2010-01-01 00:00:00,2014-08-19 05:56:45,0
D009716,"Numerical Analysis, Computer-Assisted",IM,2010-01-01 00:00:00,2014-08-19 05:56:45,0
D009717,Numismatics,SPEC: SPEC qualif; note X ref MEDALS: do not confuse a medal as a piece of metal (usually in the form of a coin) with a medal awarded for an accomplishment ( = AWARDS AND PRIZES); coin collecting as a hobby: coord IM with HOBBIES (IM); indexing policy: TN 245,2010-01-01 00:00:00,2014-08-19 05:56:46,0
D009718,Nurse Administrators,"do not confuse with HEAD NURSES see NURSING, SUPERVISORY; in British jrnls ""matron"" goes here but nursing ""sisters"" go under NURSING, SUPERVISORY",2010-01-01 00:00:00,2014-08-19 05:56:48,0
D009719,Nurse Anesthetists,,2010-01-01 00:00:00,2014-08-19 05:56:50,0
D009720,Nurse Clinicians,,2010-01-01 00:00:00,2014-08-19 05:56:52,0
D009721,Nurse Midwives,check also tag PREGNANCY,2010-01-01 00:00:00,2014-08-19 05:56:55,0
D009722,Nurse Practitioners,,2010-01-01 00:00:00,2014-08-19 05:56:56,0
D009723,Nurse-Patient Relations,no qualif; DF: NURSE PATIENT RELAT,2010-01-01 00:00:00,2014-08-19 05:56:57,0
D009724,Nurseries,"in hosp = NURSERIES, HOSPITAL; check also tag INFANT",2010-01-01 00:00:00,2014-08-19 05:56:59,0
D009725,"Nurseries, Hospital","check also tag INFANT, NEWBORN",2010-01-01 00:00:00,2014-08-19 05:57:00,0
D009726,Nurses,relation to nursing specialties: Manual 34.11.3,2010-01-01 00:00:00,2014-08-19 05:57:01,0
D009727,"Nurses, Male",relation to nurs specialties: Manual 34.11.3; use of check tags: Manual 34.6,2010-01-01 00:00:00,2014-08-19 05:57:03,0
D009728,Nurses' Aides,,2010-01-01 00:00:00,2014-08-19 05:57:04,0
D009729,Nursing,"the nursing profession only: NURSING CARE is for patients; /legislation & jurisprudence = LEGISLATION, NURSING or NURSING (IM) + JURISPRUDENCE (IM); available is /nurs: Manual 19.7+, 19.8.48; DF: NURS",2010-01-01 00:00:00,2014-08-19 05:57:06,0
D009730,Nursing Assessment,to evaluate nature & extent of nurs problems of patient to plan patient care; do not confuse with NURSING AUDIT (to evaluate quality of nurs care); DF: NURS ASSESS,2010-01-01 00:00:00,2014-08-19 05:57:06,0
D009731,Nursing Audit,to evaluate quality of nurs care; do not confuse with NURSING ASSESSMENT (to evaluate nurs problems of patient to plan care); DF: NURS AUDIT,2010-01-01 00:00:00,2014-08-19 05:57:08,0
D009732,Nursing Care,"GEN & for patients only: NURSING is for the nursing profession; /legislation & jurisprudence = LEGISLATION, NURSING or NURSING (IM) + JURISPRUDENCE (IM); prefer /nursing: Manual 19.7+, 19.8.48; DF: NURS CARE",2010-01-01 00:00:00,2014-08-19 05:57:09,0
D009733,Nursing Diagnosis,based on nurs assessment: see MeSH definition; DF: NURS DIAG,2010-01-01 00:00:00,2014-08-19 05:57:10,0
D009734,Nursing Faculty Practice,clin practice by nurs faculty to maintain balanced professional activities; DF: NURS FACULTY PRACTICE,2010-01-01 00:00:00,2014-08-19 05:57:11,0
D009735,Nursing Homes,nursing homes for the aged: coord IM with HOMES FOR THE AGED (IM); DF: NURS HOMES,2010-01-01 00:00:00,2014-08-19 05:57:13,0
D009736,Nursing Process,"""total of nursing care activities""; do not confuse with NURSING (the profession), NURSING CARE (the patient), NURSING SERVICES; DF: NURS PROCESS",2010-01-01 00:00:00,2014-08-19 05:57:14,0
D009737,Nursing Records,"FORMS AND RECORDS CONTROL, also available, is probably NIM when coord; DF: NURS RECORDS",2010-01-01 00:00:00,2014-08-19 05:57:15,0
D009738,"Nursing Service, Hospital",hosp only: non-hosp nurs serv = NURSING SERVICES; DF: NURS SERV HOSP,2010-01-01 00:00:00,2014-08-19 05:57:17,0
D009739,Nursing Services,"GEN or unspecified as hosp nurs services ( = NURSING SERVICES, HOSPITAL); IM; DF: NURS SERV",2010-01-01 00:00:00,2014-08-19 05:57:18,0
D009740,Nursing Staff,"other than in hosp; in hosp = NURSING STAFF, HOSPITAL; coord IM with nurs or med milieu (IM); DF: NURS STAFF",2010-01-01 00:00:00,2014-08-19 05:57:20,0
D009741,"Nursing Staff, Hospital",hosp only: non-hosp nurs staff = NURSING STAFF; DF: NURS STAFF HOSP,2010-01-01 00:00:00,2014-08-19 05:57:21,0
D009742,Nursing Theory,no qualif; DF: NURS THEORY,2010-01-01 00:00:00,2014-08-19 05:57:23,0
D009743,"Nursing, Practical",SPEC: SPEC qualif; DF: NURS PRACTICAL,2010-01-01 00:00:00,2014-08-19 05:57:24,0
D009744,"Nursing, Private Duty",IM; coord with specific nurs specialty (IM); DF: NURS PRIVATE DUTY,2010-01-01 00:00:00,2014-08-19 05:57:25,0
D009745,"Nursing, Supervisory","IM; in British jnls nursing ""sisters"" go here but ""matron"" goes under NURSE ADMINISTRATORS; DF: NURS SUPERVISORY",2010-01-01 00:00:00,2014-08-19 05:57:26,0
D009746,"Nursing, Team",IM; consider also PATIENT CARE TEAM; DF: NURS TEAM,2010-01-01 00:00:00,2014-08-19 05:57:28,0
D009747,Nutritional Physiological Phenomena,general or unspecified; prefer specifics; also available - NUTRIENTS (see FOOD) and DIET; clinical nutrition as a specialty goes to NUTRITIONAL SCIENCES; nutritional intervention use NUTRITION THERAPY or specifics,2010-01-01 00:00:00,2014-08-19 05:57:29,0
D009748,Nutrition Disorders,differentiate from DEFICIENCY DISEASES (results from deficient intake) & METABOLIC DISEASES,2010-01-01 00:00:00,2014-08-19 05:57:33,0
D009749,Nutrition Surveys,"no qualif; TN 97: caution against word ""survey""; do not confuse with NUTRITION ASSESSMENT: survey refers to a population in a given geog area, assessment refers to an individual",2010-01-01 00:00:00,2014-08-19 05:57:37,0
D009750,Nutritional and Metabolic Diseases,used for searching: indexers and catalogers apply specifics,2010-01-01 00:00:00,2014-08-19 05:57:39,0
D009751,Nutritional Requirements,not for nutritional requirements of microorganisms ( = microorganism /growth or /metab or /physiol),2010-01-01 00:00:00,2014-08-19 05:57:42,0
D009752,Nutritional Status,restrict to humans and other vertebrates,2010-01-01 00:00:00,2014-08-19 05:57:43,0
D009753,Nutritive Value,NIM; coord with specific food (IM); no qualif,2010-01-01 00:00:00,2014-08-19 05:57:44,0
D009754,Nuts,as seed & food; /adv eff; consider also NUT HYPERSENSITIVITY; PEANUTS see ARACHIS HYPOGAEA is also available,2010-01-01 00:00:00,2014-08-19 05:57:48,0
D009755,Night Blindness,,2010-01-01 00:00:00,2014-08-19 05:57:50,0
D009756,Nylidrin,,2010-01-01 00:00:00,2014-08-19 05:57:53,0
D009757,Nylons,D25-26 qualif,2010-01-01 00:00:00,2014-08-19 05:57:56,0
D009758,Nymph,NIM; for metamorphosing arthropods only; do not use /embryol with ref to nymph,2010-01-01 00:00:00,2014-08-19 05:57:59,0
D009759,"Nystagmus, Pathologic","do not confuse with NYSTAGMUS, PHYSIOLOGIC; NYSTAGMUS, CONGENITAL is also available",2010-01-01 00:00:00,2014-08-19 05:58:00,0
D009760,"Nystagmus, Physiologic","note category: NYSTAGMUS, PATHOLOGIC and NYSTAGMUS, CONGENITAL are available for the disease",2010-01-01 00:00:00,2014-08-19 05:58:09,0
D009761,Nystatin,,2010-01-01 00:00:00,2014-08-19 05:58:13,0
D009762,o-Aminoazotoluene,D25-26 qualif,2010-01-01 00:00:00,2014-08-19 05:58:18,0
D009763,o-Chlorobenzylidenemalonitrile,,2010-01-01 00:00:00,2014-08-19 05:58:21,0
D009764,o-Phthalaldehyde,,2010-01-01 00:00:00,2014-08-19 05:58:24,0
D009765,Obesity,"OBESITY, MORBID is also available; obese hyperglycemic mice are indexed MICE, OBESE: do not add OBESITY or HYPERGLYCEMIA unless disease particularly discussed",2010-01-01 00:00:00,2014-08-19 05:58:27,0
D009767,"Obesity, Morbid",/surg: consider also BARIATRIC SURGERY,2010-01-01 00:00:00,2014-08-19 05:58:31,0
D009768,Obidoxime Chloride,,2010-01-01 00:00:00,2014-08-19 05:58:35,0
D009769,Object Attachment,,2010-01-01 00:00:00,2014-08-19 05:58:38,0
D009770,Obsessive Behavior,use Cat F3 qualif,2010-01-01 00:00:00,2014-08-19 05:58:40,0
D009771,Obsessive-Compulsive Disorder,COMPULSIVE PERSONALITY DISORDER is also available,2010-01-01 00:00:00,2014-08-19 05:58:43,0
D009772,Obstetrical Forceps,,2010-01-01 00:00:00,2014-08-19 05:58:47,0
D009773,Obstetrical Nursing,SPEC: SPEC qualif; check also tag PREGNANCY,2010-01-01 00:00:00,2014-08-19 05:58:49,0
D009774,Obstetrics,"SPEC: SPEC qualif; do not use for ""obstetric diseases"" ( = probably PREGNANCY COMPLICATIONS, etc.)",2010-01-01 00:00:00,2014-08-19 05:58:50,0
D009775,"Obstetrics and Gynecology Department, Hospital",check also tag PREGNANCY for obstet aspect; DF: OBSTET GYNECOL DEP or OBSTET DEP,2010-01-01 00:00:00,2014-08-19 05:58:52,0
D009776,Obturator Nerve,dis: coord IM with PERIPHERAL NERVOUS SYSTEM DISEASES (IM); neopl: coord IM with PERIPHERAL NERVE NEOPLASMS (IM) + histol type of neopl (IM),2010-01-01 00:00:00,2014-08-19 05:58:53,0
D009777,Occipital Bone,fractures: coord OCCIPITAL BONE /inj (IM) + SKULL FRACTURES (IM); neopl: coord IM with SKULL NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-19 05:58:55,0
D009778,Occipital Lobe,dis: coord IM with BRAIN DISEASES (IM); neopl: coord IM with BRAIN NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-19 05:58:58,0
D009779,Occlusive Dressings,to protect wounds from air or bact,2010-01-01 00:00:00,2014-08-19 05:59:00,0
D009780,Occult Blood,"IM; no qualif; if fecal occult blood, do not coord with FECES",2010-01-01 00:00:00,2014-08-19 05:59:03,0
D009781,Occultism,IM,2010-01-01 00:00:00,2014-08-19 05:59:03,0
D009782,Occupational Dentistry,SPEC: SPEC qualif; DF: OCCUP DENT,2010-01-01 00:00:00,2014-08-19 05:59:04,0
D009783,"Dermatitis, Occupational","do not restrict to -itis: use as if ""dermatoses""; coord with specific skin dis with /chem ind; includes housewives' dermatoses caused by housekeeping agents; DF: DERMATITIS OCCUP",2010-01-01 00:00:00,2014-08-19 05:59:06,0
D009784,Occupational Diseases,"the patient or disease: differentiate from INDUSTRY (the realm of labor, capital & trade) & OCCUPATIONAL MEDICINE (the med specialty): Manual 31.14, 31.16; coord IM with specific dis (IM); DF: OCCUP DIS",2010-01-01 00:00:00,2014-08-19 05:59:09,0
D009785,Occupational Health Nursing,SPEC: SPEC qualif; DF: OCCUP HEALTH NURS,2010-01-01 00:00:00,2014-08-19 05:59:13,0
D009786,Occupational Health Services,IM; DF: OCCUP HEALTH SERV,2010-01-01 00:00:00,2014-08-19 05:59:15,0
D009787,Occupational Medicine,"SPEC: SPEC qualif; do not confuse with OCCUPATIONAL HEALTH, the health of the worker; Manual 31.14: relation to INDUSTRY & OCCUPATIONAL DISEASES; DF: OCCUP MED",2010-01-01 00:00:00,2014-08-19 05:59:18,0
D009788,Occupational Therapy,coordinate IM with disease/ rehabil (IM)  not / ther; DF: OCCUP THER,2010-01-01 00:00:00,2014-08-19 05:59:19,0
D009789,"Occupational Therapy Department, Hospital",DF: OCCUP THER DEP,2010-01-01 00:00:00,2014-08-19 05:59:21,0
D009790,Occupations,"SPEC: SPEC qualif; OCCUPATIONS are not necessarily ""industrial""; differentiate from OCCUPATIONAL GROUPS: OCCUPATIONS is for the occup itself, OCCUPATIONAL GROUPS is for the collective members of an occup; relation to INDUSTRY; INDUSTRIAL MEDICINE (see OCCUPATIONAL MEDICINE) & OCCUPATIONAL DISEASES: Manual 31.13-31.16; BURNOUT, PROFESSIONAL is available; DF: OCCUP",2010-01-01 00:00:00,2014-08-19 05:59:23,0
D009791,Oceanography,"use for the discipline (education, history, etc) only",2010-01-01 00:00:00,2014-08-19 05:59:24,0
D009792,Oceans and Seas,"for specific oceans or seas that are not a main heading, index only under OCEANS AND SEAS and not also under a geographic term; example: Indian Ocean = OCEANS AND SEAS and not also INDIA",2010-01-01 00:00:00,2014-08-19 05:59:25,0
D009793,Ochratoxins,/antag permitted but consider also ANTITOXINS,2010-01-01 00:00:00,2014-08-19 05:59:26,0
D009794,Ochronosis,,2010-01-01 00:00:00,2014-08-19 05:59:28,0
D009795,Octanes,"does not include octenes ( = ALKENES), octadienes ( = ALKADIENES), octatrienes or octatetraenes ( = POLYENES)",2010-01-01 00:00:00,2014-08-19 05:59:31,0
D009796,Octanoic Acids,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D009798,Ocular Hypertension,do not equate with GLAUCOMA; do not confuse with OCULAR HYPOTENSION,2010-01-01 00:00:00,2014-08-19 05:59:34,0
D009799,Ocular Physiological Phenomena,general or unspecified; prefer specifics; DF: OCULAR PHYSIOL,2010-01-01 00:00:00,2014-08-19 05:59:37,0
D009800,Oculocerebrorenal Syndrome,,2010-01-01 00:00:00,2014-08-19 05:59:39,0
D009801,Oculomotor Muscles,/innerv = probably OCULOMOTOR NERVE but consider also ABDUCENS NERVE & TROCHLEAR NERVE; paralysis = OCULOMOTOR PARALYSIS see OPHTHALMOPLEGIA; /growth: coord with MUSCLE DEVELOPMENT; /embryol: coord with MUSCLE DEVELOPMENT if pertinent,2010-01-01 00:00:00,2014-08-19 05:59:43,0
D009802,Oculomotor Nerve,neopl = OCULOMOTOR NERVE DISEASES (IM) + CRANIAL NERVE NEOPLASMS (IM) + histol type of neopl (IM),2010-01-01 00:00:00,2014-08-19 05:59:46,0
D009803,Sphincter of Oddi,diseases: coord IM with COMMON BILE DUCT DISEASES (IM); inflammation: coord IM with CHOLANGITIS (IM); neopl: coord IM with COMMON BILE DUCT NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-19 05:59:49,0
D009804,Odontoblasts,A 11 qualif,2010-01-01 00:00:00,2014-08-19 05:59:51,0
D009805,Odontogenesis,,2010-01-01 00:00:00,2014-08-19 05:59:53,0
D009807,Odontogenic Cysts,"non-neoplastic but calcifying odontogenic cyst = ODONTOGENIC CYST, CALCIFYING (neoplastic); /blood supply /chem /secret /ultrastruct permitted; coord IM with MANDIBULAR DISEASES or MAXILLARY DISEASES (IM)",2010-01-01 00:00:00,2014-08-19 05:59:54,0
D009808,Odontogenic Tumors,benign or malignant; /blood supply /chem /second /secret /ultrastruct permitted; coord IM with precoord organ/neopl term (IM),2010-01-01 00:00:00,2014-08-19 05:59:57,0
D009809,Odontoid Process,a part of the AXIS; not a dental term,2010-01-01 00:00:00,2014-08-19 06:00:02,0
D009810,Odontoma,"/blood supply /chem /secret /ultrastruct permitted; coord IM with precoord organ/neopl term (IM); French ""odontome"" (a form of developmental anomaly): index under TOOTH ABNORMALITIES",2010-01-01 00:00:00,2014-08-19 06:00:05,0
D009811,Odontometry,,2010-01-01 00:00:00,2014-08-19 06:00:11,0
D009812,Odors,mouth odors = HALITOSIS; AROMATHERAPY (use of essential oils to treat dis in alternative med) is also available,2010-01-01 00:00:00,2014-08-19 06:00:15,0
D009813,Oedipus Complex,no qualif,2010-01-01 00:00:00,2014-08-19 06:00:16,0
D009814,Oesophagostomiasis,nematode infect of intestines,2010-01-01 00:00:00,2014-08-19 06:00:16,0
D009815,Oesophagostomum,"a genus of nematodes; infection = OESOPHAGOSTOMIASIS; for antigens, coord with ANTIGENS, HELMINTH, for antibodies, coord with ANTIBODIES, HELMINTH",2010-01-01 00:00:00,2014-08-19 06:00:20,0
D009816,Office Automation,IM,2010-01-01 00:00:00,2014-08-19 06:00:23,0
D009817,Office Management,med or non-med offices,2010-01-01 00:00:00,2014-08-19 06:00:24,0
D009818,Office Nursing,,2010-01-01 00:00:00,2014-08-19 06:00:25,0
D009819,Office Visits,,2010-01-01 00:00:00,2014-08-19 06:00:26,0
D009820,Ohio,,2010-01-01 00:00:00,2014-08-19 06:00:27,0
D009821,Oils,GEN or unspecified: prefer specific oil groups & specific oils; D25-26 qualif; coord IM with source of oil (IM or NIM),2010-01-01 00:00:00,2014-08-19 06:00:28,0
D009822,"Oils, Volatile",D25-26 qualif; coord IM with source of oil (IM or NIM); AROMATHERAPY (use of essential oils to treat dis in alternative med) is also available,2010-01-01 00:00:00,2014-08-19 06:00:30,0
D009823,Ointment Bases,"IM for general only; NIM when specific drug is IM; when IM, D25-26 qualif; when NIM, no qualif",2010-01-01 00:00:00,2014-08-19 06:00:33,0
D009824,Ointments,"IM for general only, qualif permitted; NIM (no qualif) with specific drug IM (with qualif)",2010-01-01 00:00:00,2014-08-19 06:00:35,0
D009825,Oklahoma,,2010-01-01 00:00:00,2014-08-19 06:00:37,0
D009826,Old Age Assistance,specify geog,2010-01-01 00:00:00,2014-08-19 06:00:38,0
D009827,Oleandomycin,,2010-01-01 00:00:00,2014-08-19 06:00:39,0
D009828,Oleanolic Acid,,2010-01-01 00:00:00,2014-08-19 06:00:42,0
D009829,Oleic Acids,do not confuse with OLEIC ACID; do not confuse X ref OCTADECENOIC ACIDS with OCTADECANOIC ACIDS see STEARIC ACIDS,2010-01-01 00:00:00,2014-08-19 06:00:45,0
D009830,Olfactory Bulb,neopl: coord IM with BRAIN NEOPLASMS (IM) + histol type of neopl (IM),2010-01-01 00:00:00,2014-08-19 06:00:49,0
D009831,Olfactory Mucosa,,2010-01-01 00:00:00,2014-08-19 06:00:52,0
D009832,Olfactory Nerve,neopl = OLFACTORY NERVE DISEASES (IM) + CRANIAL NERVE NEOPLASMS (IM) + histol type of neopl (IM),2010-01-01 00:00:00,2014-08-19 06:00:54,0
D009833,Olfactory Pathways,,2010-01-01 00:00:00,2014-08-19 06:00:58,0
D009834,"Oligo-1,6-Glucosidase","consider also SUCRASE-ISOMALTASE COMPLEX; /defic: consider also SUCROSE /metab (IM) + CARBOHYDRATE METABOLISM, INBORN ERRORS (IM)",2010-01-01 00:00:00,2014-08-19 06:01:02,0
D009835,Oligochaeta,,2010-01-01 00:00:00,2014-08-19 06:01:05,0
D009836,Oligodendroglia,,2010-01-01 00:00:00,2014-08-19 06:01:08,0
D009837,Oligodendroglioma,"coord IM with precoord brain/neopl term (IM) + site (IM); for MIXED OLIGODENDROGLIOMA-ASTROCYTOMA or MIXED OLIGODENDROGLIOMA-EPENDYMOMA index here only, do not coord with ASTROCYTOMA or EPENDYMOMA",2010-01-01 00:00:00,2014-08-19 06:01:11,0
D009838,Oligodeoxyribonucleotides,2-12 nucleotides,2010-01-01 00:00:00,2014-08-19 06:01:17,0
D009839,Oligomenorrhea,differentiate from scanty or shortlasting menstruation ( = HYPOMENORRHEA see MENSTRUATION DISORDERS),2010-01-01 00:00:00,2014-08-19 06:01:19,0
D009840,Oligomycins,,2010-01-01 00:00:00,2014-08-19 06:01:23,0
D009841,Oligonucleotides,2-12 nucleotides,2010-01-01 00:00:00,2014-08-19 06:01:25,0
D009842,Oligopeptides,"2-12 amino acids (includes DIPEPTIDES, tripeptides, tetrapeptides, pentapeptides, etc.); GEN; prefer specifics; conformation: coord OLIGOPEPTIDES or specific peptide (IM) + PROTEIN CONFORMATION (NIM)",2010-01-01 00:00:00,2014-08-19 06:01:27,0
D009843,Oligoribonucleotides,2-12 nucleotides,2010-01-01 00:00:00,2014-08-19 06:01:29,0
D009844,Oligosaccharides,GEN; prefer specifics,2010-01-01 00:00:00,2014-08-19 06:01:32,0
D009845,Oligospermia,,2010-01-01 00:00:00,2014-08-19 06:01:35,0
D009846,Oliguria,do not confuse with ANURIA,2010-01-01 00:00:00,2014-08-19 06:01:38,0
D009847,Olivary Nucleus,,2010-01-01 00:00:00,2014-08-19 06:01:42,0
D009848,Olivomycins,,2010-01-01 00:00:00,2014-08-19 06:01:44,0
D009849,Olivopontocerebellar Atrophies,DF: OPCA,2010-01-01 00:00:00,2014-08-19 06:01:47,0
D009850,Oman,a sultanate on the southeast Arabian peninsula,2010-01-01 00:00:00,2014-08-19 06:01:53,0
D009851,Omasum,a ruminant's 3d stomach; dis: coord IM with STOMACH DISEASES /vet (IM); neopl: coord IM with STOMACH NEOPLASMS /vet + histol type /vet (IM); ulcer: coord IM with STOMACH ULCER /vet (IM),2010-01-01 00:00:00,2014-08-19 06:01:54,0
D009852,Omentum,dis: coord IM with PERITONEAL DISEASES (IM); neopl: coord IM with PERITONEAL NEOPLASMS (IM) + histol type of neopl (IM),2010-01-01 00:00:00,2014-08-19 06:01:56,0
D009853,Omeprazole,,2010-01-01 00:00:00,2014-08-19 06:01:59,0
D009854,Onchocerca,"infection = ONCHOCERCIASIS; coord with specific helminth term (ANTIGENS, HELMINTH, etc) if pertinent; /drug eff: consider FILARICIDES",2010-01-01 00:00:00,2014-08-19 06:02:02,0
D009855,Onchocerciasis,"for drug therapy of onchocerciasis, consider FILARICIDES",2010-01-01 00:00:00,2014-08-19 06:02:04,0
D009856,"Oncogene Proteins, Viral",GEN or unspecified; prefer specifics; coord with specific virus (IM); /drug eff /ultrastruct permitted,2010-01-01 00:00:00,2014-08-19 06:02:08,0
D009857,Oncogenes,"""oncogene"" used by author may refer to ONCOGENES or PROTO-ONCOGENES; do not confuse with ONCOGENS see CARCINOGENS; Manual 24.4.4.3; do not confuse with GENES, NEOPLASM",2010-01-01 00:00:00,2014-08-19 06:02:11,0
D009858,Oncogenic Viruses,vertebrate viruses producing tumors; infection = TUMOR VIRUS INFECTIONS (IM) + neopl terms if pertinent,2010-01-01 00:00:00,2014-08-19 06:02:12,0
D009859,Oncologic Nursing,"SPEC: SPEC qualif; ONCOLOGIC NURSING = the nursing specialty, NEOPLASMS /nurs = the patient; DF: ONCOL NURS",2010-01-01 00:00:00,2014-08-19 06:02:14,0
D009861,Onium Compounds,DF: ONIUM CPDS,2010-01-01 00:00:00,2014-08-19 06:02:16,0
D009862,Online Systems,"IM; coord with discipline, site or application where used (IM)",2010-01-01 00:00:00,2014-08-19 06:02:18,0
D009863,Only Child,,2010-01-01 00:00:00,2014-08-19 06:02:20,0
D009864,Ontario,a province of Canada,2010-01-01 00:00:00,2014-08-19 06:02:21,0
D009865,Oocytes,do not confuse with OOCYSTS life cycle stage in protozoa,2010-01-01 00:00:00,2014-08-19 06:02:22,0
D009866,Oogenesis,,2010-01-01 00:00:00,2014-08-19 06:02:24,0
D009867,Oogonia,,2010-01-01 00:00:00,2014-08-19 06:02:24,0
D009868,Oomycetes,GEN or unspecified; prefer specifics; infection: coord IM with INFECTION (IM),2010-01-01 00:00:00,2014-08-19 06:02:26,0
D009869,Oophoritis,,2010-01-01 00:00:00,2014-08-19 06:02:28,0
D009870,Operating Room Information Systems,,2010-01-01 00:00:00,2014-08-19 06:02:31,0
D009871,Operating Room Nursing,a nurs SPEC: a type of PERIOPERATIVE NURSING; DF: OPERATING ROOM NURS,2010-01-01 00:00:00,2014-08-19 06:02:33,0
D009872,Operating Room Technicians,,2010-01-01 00:00:00,2014-08-19 06:02:35,0
D009873,Operating Rooms,,2010-01-01 00:00:00,2014-08-19 06:02:36,0
D009874,Operations Research,no qualif,2010-01-01 00:00:00,2014-08-19 06:02:38,0
D009875,"Operator Regions, Genetic",,2010-01-01 00:00:00,2014-08-19 06:02:38,0
D009876,Operon,LAC OPERON & RRNA OPERON are also available,2010-01-01 00:00:00,2014-08-19 06:02:41,0
D009877,Endophthalmitis,"restrict to endophthalmitis as a specific disease entity, not as a coordinate for inflammation of specific internal parts of the eye: these are available as -ITIS terms; ophthalmitis goes here; PANOPHTHALMITIS is also available: inflammation of all structures of the eye; EGYPTIAN OPHTHALMIA see TRACHOMA is also available",2010-01-01 00:00:00,2014-08-19 06:02:42,0
D009878,Ophthalmia Neonatorum,"bact conjunctivitis; do not use /congen & do not coord with INFANT, NEWBORN, DISEASES",2010-01-01 00:00:00,2014-08-19 06:02:45,0
D009879,"Ophthalmia, Sympathetic",a type of uveitis: note X ref,2010-01-01 00:00:00,2014-08-19 06:02:48,0
D009880,Ophthalmic Artery,,2010-01-01 00:00:00,2014-08-19 06:02:52,0
D009881,Ophthalmic Assistants,,2010-01-01 00:00:00,2014-08-19 06:02:54,0
D009882,Ophthalmic Nerve,a branch of the trigeminal (5th cranial) nerve; dis: coord IM with CRANIAL NERVE DISEASES (IM); neopl: coord IM with CRANIAL NERVE NEOPLASMS (IM) + histol type of neopl (IM),2010-01-01 00:00:00,2014-08-19 06:02:56,0
D009883,Ophthalmic Solutions,sterile solutions for instillation into the eyes: not for solutions for cleaning eyeglass lenses ( = SOLUTIONS + specific type of lens); not for cleaning contact lenses ( = CONTACT LENS SOLUTIONS); D25-26 qualif if IM & GEN; NIM coord with no qualif + specific drug IM; DF: OPHTHALMIC SOL,2010-01-01 00:00:00,2014-08-19 06:02:58,0
D009884,Ophthalmodynamometry,to measure retinal arterial pressure; do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-19 06:03:00,0
D009885,Ophthalmology,SPEC: SPEC qualif; DF: OPHTHALMOL,2010-01-01 00:00:00,2014-08-19 06:03:01,0
D009886,Ophthalmoplegia,do not confuse X ref OCULOMOTOR PARALYSIS with OCULOMOTOR NERVE PARALYSIS,2010-01-01 00:00:00,2014-08-19 06:03:02,0
D009887,Ophthalmoscopy,,2010-01-01 00:00:00,2014-08-19 06:03:07,0
D009888,Opipramol,,2010-01-01 00:00:00,2014-08-19 06:03:09,0
D009889,Opisthorchiasis,"trematode infect caused by genus OPISTHORCHIS but not OPISTHORCHIS SINENSIS ( = CLONORCHIS SINENSIS, causing CLONORCHIASIS)",2010-01-01 00:00:00,2014-08-19 06:03:12,0
D009890,Opisthorchidae,"a family of trematodes; infection: coord IM with TREMATODE INFECTIONS (IM); for antigens, coord with ANTIGENS, HELMINTH, for antibodies, coord with ANTIBODIES, HELMINTH",2010-01-01 00:00:00,2014-08-19 06:03:16,0
D009891,Opisthorchis,"infection = OPISTHORCHIASIS but note OPISTHORCHIS SINENSIS see CLONORCHIS SINENSIS: O. sinensis infection = CLONORCHIASIS; for antigens, coord with ANTIGENS, HELMINTH, for antibodies, coord with ANTIBODIES, HELMINTH",2010-01-01 00:00:00,2014-08-19 06:03:18,0
D009892,Opium,opium addiction: coord IM with OPIOID-RELATED DISORDERS (IM),2010-01-01 00:00:00,2014-08-19 06:03:20,0
D009893,Opossums,possums are indexed under PHALANGERIDAE or specifics,2010-01-01 00:00:00,2014-08-19 06:03:23,0
D009894,Opportunistic Infections,"""an infect caused by an organism which becomes pathogenic under certain conditions, e.g., during immunosuppression""; coord IM with specific name of opportunistic infect (IM) + specific infect to which it is opportunistic (IM), using /compl for all 3",2010-01-01 00:00:00,2014-08-19 06:03:25,0
D009895,Opsonin Proteins,coordinate with ANTIBODIES or specific antibody term if relevant,2010-01-01 00:00:00,2014-08-19 06:03:28,0
D009896,Optic Atrophy,"/genet permitted but do not confuse with OPTIC ATROPHIES, HEREDITARY",2010-01-01 00:00:00,2014-08-19 06:03:31,0
