`mesh_descriptor_uid`,`previous_indexing`,`mesh_previous_indexing_id`
D015894,Base Sequence (1972-1989),6558
D015895,Fee Schedules (1988-1989),6559
D015897,Diagnosis Related Groups (1986-1989),6560
D015898,"Tomography, X-Ray Computed/instrumentation (1977-1989)",6561
D015899,"Tomography, Emission-Computed (1980-1989)",6562
D015900,Radiographic Image Enhancement (1983-1989),6563
D015901,Angiography (1980-1989),6564
D015902,Radiometry (1966-1972),6565
D015903,Interferometry (1977-1989),6566
D015904,Duodenum/surgery (1977-1986),6567
D015905,Balloon Dilatation (1988-1989),6568
D015906,"Angioplasty, Transluminal (1982-1989)",6569
D015907,Endoscopy (1966-1989),6570
D015908,Assisted Circulation (1967-1989),6571
D015911,Sclerosing Solutions (1966-1989),6572
D015912,Fibrinolysis (1966-1989),6573
D015913,Chelating Agents/therapeutic use (1966-1989),6574
D015914,"Estrogenic Substances, Conjugated (1966-1989)",6575
D015915,Exercise Therapy (1972-1989),6576
D015916,Drainage (1966-1989),6577
D015917,Impotence (1966-1989),6578
D015918,Drug Implants (1977-1989),6579
D015919,"Respiration, Artificial (1966-1989)",6580
D015920,Air Pollutants (1972-1983),6581
D015921,Dental Implantation (1966-1989),6582
D015922,Complement 1 (1980-1989),6583
D015923,Complement 1 (1979-1989),6584
D015924,Blood Pressure Determination/instrumentation (1970-1989),6585
D015925,Freezing (1966-1989),6586
D015926,Anaphylatoxins (1977-1989),6587
D015927,Skin Tests (1975-1989),6588
D015928,Behavior Therapy (1967-1989),6589
D015930,Diet (1966-1989),6590
D015931,Infant Care (1966-1989),6591
D015932,Complement 3 (1974-1989),6592
D015933,Complement (1973-1976),6593
D015934,Anaphylatoxins (1980-1982),6594
D015935,Complement 4 (1975-1989),6595
D015936,Anaphylatoxins (1977-1989),6596
D015937,Complement 5 (1979-1989),6597
D015938,Complement (1973-1989),6598
D015939,Antibiotics (1970-1975),6599
D015941,Complement/analysis (1969-1989),6600
D015942,Factor VII (1975-1989),6601
D015943,Factor V (1974-1989),6602
D015944,Factor VIII (1981-1989),6603
D015945,Factor XI (1972-1989),6604
D015946,Ethylene Dibromides (1977-1989),6605
D015948,Cornea/transplantation (1966-1989),6606
D015949,Factor IX (1975-1989),6607
D015951,Factor X (1970-1989),6608
D015956,Factor XII (1966-1989),6609
D015964,Gene Expression Regulation (1981-1989),6610
D015966,Gene Expression Regulation (1981-1989),6611
D015967,Gene Expression Regulation (1981-1989),6612
D015969,Academies and Institutes (1970-1989),6613
D015971,Enzymes (1972-1989),6614
D015972,Gene Expression Regulation (1981-1989),6615
D015973,Gene Expression Regulation (1981-1989),6616
D015974,Jurisprudence (1978-1989),6617
D015975,Consensus Development Conferences (1988-1989),6618
D015977,Peptide Initiation Factors (1978-1989),6619
D015978,"Abortifacient Agents, Non-Steroidal (1977-1989)",6620
D015979,"Killer Cells, Natural (1982-1989)",6621
D015980,Public Health (1966-1997),6622
D015981,Epidemiology (1966-1989),6623
D015982,Epidemiologic Methods (1966-1989),6624
D015983,Epidemiologic Methods (1966-1989),6625
D015984,Risk (1966-1989),6626
D015985,Risk (1966-1989),6627
D015990,Placebos (1966-1989),6628
D015992,Body Weight (1966-1989),6629
D015993,Actuarial Analysis (1979-1989),6630
D015994,Incidence Studies (1989),6631
D015995,Prevalence Studies (1989),6632
D015996,Follow-Up Studies (1966-1989),6633
D015997,"Infant, Newborn (1966-1989)",6634
D015998,Wounds and Injuries/classification (1966-1989),6635
D015999,Analysis of Variance (1968-1989),6636
D016000,Statistics (1966-1989),6637
D016001,"Data Interpretation, Statistical (1988-1989)",6638
D016002,Statistics (1966-1989),6639
D016013,Probability (1966-1989),6640
D016014,"Models, Theoretical (1966-1989)",6641
D016015,"Models, Theoretical (1972-1989)",6642
D016016,"Models, Theoretical (1977-1989)",6643
D016017,Probability (1977-1989),6644
D016018,Regression Analysis (1973-1989),6645
D016020,Epidemiologic Methods (1966-1997),6646
D016021,Epidemiology (1967-1997),6647
D016022,Epidemiologic Methods (1966-1989),6648
D016023,Glycoproteins (1966-1987),6649
D016024,"Receptors, Cell Surface (1973-1989)",6650
D016025,Bone and Bones/transplantation (1966-1989),6651
D016026,Bone Marrow/transplantation (1966-1989),6652
D016027,Heart/transplantation (1966-1989),6653
D016028,Antigens (1966-1987),6654
D016029,"Antigens, Differentiation (1988-1989)",6655
D016030,Kidney/transplantation (1966-1989),6656
D016031,Liver/transplantation(1966-1989),6657
D016032,Clinical Trials (1966-1989),6658
D016035,Pancreas/transplantation (1966-1989),6659
D016036,Epidemiologic Methods (1977-1989),6660
D016038,Skin/transplantation (1966-1989),6661
D016039,Cornea/transplantation (1966-1989),6662
D016040,Lung/transplantation (1966-1989),6663
D016041,Heart/transplantation (1966-1989),6664
D016042,"Transplantation, Homologous (1966-1989)",6665
D016044,Neoplasm Proteins (1986-1989),6666
D016045,Base Sequence (1987-1989),6667
D016047,Deoxycytidine/analogs & derivatives (1986-1989),6668
D016048,Deoxyadenosine/analogs & derivatives (1975-1989),6669
D016049,Dideoxynucleosides (1989),6670
D016052,Vaccines (1977-1990),6671
D016053,RNA (1966-1990),6672
D016054,DNA (1966-1990),6673
D016055,Urination Disorders (1966-1990),6674
D016056,Antigenic Determinants (1966-1990),6675
D016057,Evoked Potentials (1970-1979),6676
D016058,Analgesia (1975-1990),6677
D016059,Movement (1966-1990),6678
D016060,Adsorption (1977-1982),6679
D016061,Adsorption (1983-1990),6680
D016062,"Chemistry, Physical (1966-1990)",6681
D016063,Hemorrhage (1966-1990),6682
D016064,Cesarean Section (1980-1990),6683
D016065,Gastrointestinal Motility (1977-1990),6684
D016066,Pleural Effusion (1966-1990),6685
D016067,specific nerve/surgery (1970-1990),6686
D016079,Attitude of Health Personnel (1968-1990),6687
D016080,Arachnoid (1966-1990),6688
D016081,Astronomy (1966-1990),6689
D016082,Astronomy (1966-1990),6690
D016083,Astronomy (1966-1990),6691
D016084,Bronchi/physiology (1966-1990),6692
D016085,Bronchi/drug effects (1966-1990),6693
D016086,Visna Virus (1979-1990),6694
D016087,Retroviridae (1987-1990),6695
D016088,Retroviridae (1983-1990),6696
D016089,Retroviridae (1987-1990),6697
D016092,Foamy Virus (1975-1990),6698
D016093,Oncogenic Viruses (1972-1976),6699
D016097,Monkey Diseases (1983-1990),6700
D016098,Slow Virus Diseases (1988-1990),6701
D016099,Endoscopy (1966-1990),6702
D016103,Fractures (1966-1990),6703
D016104,Polyhydramnios (1966-1990),6704
D016105,Parathyroid Glands/surgery (1966-1990),6705
D016106,"Drug Resistance, Microbial (1986-1990)",6706
D016107,Epidermolysis Bullosa (1966-1990),6707
D016108,Epidermolysis Bullosa (1966-1990),6708
D016109,Epidermolysis Bullosa (1966-1990),6709
D016110,Epidermolysis Bullosa (1966-1990),6710
D016111,Ichthyosis (1966-1990),6711
D016112,Ichthyosis (1966-1990),6712
D016113,Ichthyosis (1966-1990),6713
D016114,Ichthyosis (1966-1990),6714
D016115,Albinism (1966-1990),6715
D016116,Albinism (1966-1971),6716
D016117,Albinism (1966-1990),6717
D016118,Knee Joint (1966-1990),6718
D016119,Knee Joint (1973-1990),6719
D016121,Innominate Vein (1966-1990),6720
D016122,Innominate Artery (1966-1990),6721
D016123,Campylobacter fetus (1974-1990),6722
D016124,Bacteroides (1973-1975),6723
D016127,Heart Valve Diseases (1967-1990),6724
D016130,Phenotype (1979-1990),6725
D016131,Lymphocytes/classification (1977-1990),6726
D016133,Gene Amplification (1988-1989),6727
D016134,Public Policy (1978-1990),6728
D016136,Spinal Dysraphism (1966-1977),6729
D016137,Meningomyelocele (1978-1990),6730
D016138,Exercise (1989-1990),6731
D016139,Sports (1968-1990),6732
D016142,"Abnormalities, Multiple (1966-1990)",6733
D016145,Endoscopy (1966-1990),6734
D016147,"Suppression, Genetic (1986-1990)",6735
D016153,"Genes, Suppressor (1968-1979)",6736
D016154,Fistula (1966-1997),6737
D016155,Oroantral Fistula (1966-1997),6738
D016156,Fistula (1966-1997),6739
D016157,Fistula (1966-1997),6740
D016158,"Genes, Structural (1986-1990)",6741
D016159,Neoplasm Proteins (1981-1989),6742
D016160,Phosphoproteins (1990),6743
D016161,Retinoblastoma/genetics (1972-1990),6744
D016164,Animal (1967-1990),6745
D016166,Free Radicals (1967-1990),6746
D016167,"Antigens, Differentiation (1988-1990)",6747
D016169,"Antigens, Differentiation (1988-1990)",6748
D016170,Arrhythmia (1975-1990),6749
D016171,Arrhythmia (1974-1982),6750
D016172,DNA (1986-1990),6751
D016173,Colony-Stimulating Factors (1976-1990),6752
D016174,Hepatitis Viruses (1988-1990),6753
D016175,B-Lymphocytes/classification (1980-1990),6754
D016176,T-Lymphocytes/classification (1977-1990),6755
D016177,"Antigens, Differentiation (1988-1990)",6756
D016178,Colony-Stimulating Factors (1976-1990),6757
D016179,Colony-Stimulating Factors (1976-1990),6758
D016180,Retrovirus Infections (1981-1990),6759
D016181,Cat Diseases (1986-1990),6760
D016183,Retrovirus Infections (1987-1990),6761
D016184,"Receptors, Endogenous Substances (1973-1990)",6762
D016185,"Receptors, Immunologic (1980-1990)",6763
D016186,Proto-Oncogene Proteins (1986-1990),6764
D016187,"Receptors, Endogenous Substances (1973-1990)",6765
D016188,"Receptors, Endogenous Substances (1973-1990)",6766
D016189,Muscle Proteins (1988-1990),6767
D016190,Antineoplastic Agents (1966-1990),6768
D016192,Cell Division (1968-1977),6769
D016193,Cell Division (1966-1977),6770
D016194,"Receptors, Cell Surface (1973-1984)",6771
D016195,Cell Division (1966-1977),6772
D016196,Cell Division (1966-1977),6773
D016199,Herpesviridae (1990),6774
D016200,Growth Substances (1979-1990),6775
D016201,"Antigens, CD (1990)",6776
D016202,Aspartic Acid (1966-1990),6777
D016203,Phosphoproteins (1987-1990),6778
D016205,Microtinae (1982-1990),6779
D016206,Bibliography (1966-1990),6780
D016207,Biological Factors (1989-1990),6781
D016208,Information Systems (1966-1990),6782
D016209,Interleukins (1988-1990),6783
D016210,Methacholine Compounds (1966-1990),6784
D016211,Peptides (1983-1988),6785
D016212,Peptides (1983-1988),6786
D016213,Invertebrate Hormones (1987-1990),6787
D016215,Lymphokines (1976-1990),6788
D016216,Prenatal Diagnosis (1973-1990),6789
D016217,Breast Neoplasms (1966-1990),6790
D016219,"Immunization, Passive (1983-1990)",6791
D016220,Fibroblast Growth Factor (1984-1990),6792
D016221,Current Biog-Obit (1966-1990),6793
D016222,Fibroblast Growth Factor (1984-1990),6794
D016223,Right to Die (1987-1990),6795
D016224,Right to Die (1987-1990),6796
D016226,Phosphorus (1966-1990),6797
D016227,Quinones (1966-1990),6798
D016228,Fibroblast Growth Factor (1984-1990),6799
D016229,Amyloid (1966-1990),6800
D016231,Fluorescence Polarization (1978-1990),6801
D016232,Peptides (1966-1990),6802
D016233,Immunotherapy (1967-1990),6803
D016234,Kallikrein (1966-1990),6804
D016235,Audiology (1978-1990),6805
D016236,Oncogenes (1983-1990),6806
D016238,Blood Component Removal (1986-1990),6807
D016239,Information Systems (1966-1977),6808
D016240,MEDLARS (1986-1990),6809
D016242,Automatic Data Processing (1966-1990),6810
D016243,Book Selection (1966-1990),6811
D016244,Guanosine Triphosphate (1972-1990),6812
D016245,Libraries (1966-1990),6813
D016246,Lymphocytes (1976-1990),6814
D016247,Information Systems (1966-1990),6815
D016248,Computers (1966-1990),6816
D016252,"Microscopy, Electron, Scanning (1987-1990)",6817
D016253,"Microscopy, Electron (1973-1990)",6818
D016254,DNA Insertion Elements (1983-1990),6819
D016255,Fibrinolytic Agents (1966-1990),6820
D016256,Antigenic Determinants (1970-1990),6821
D016257,Benzofurans (1966-1990),6822
D016258,"Genes, Viral (1982)",6823
D016259,"Genes, Viral (1982)",6824
D016260,Monocytes (1988-1990),6825
D016262,Poliomyelitis/complications (1983-1990),6826
D016263,Acquired Immunodeficiency Syndrome (1984-1990),6827
D016264,Dextrans (1966-1990),6828
D016265,Conflict (Psychology) (1966-1990),6829
D016266,Food Contamination (1966-1990),6830
D016267,Fracture Fixation (1979-1990),6831
D016268,"Fracture Fixation, Internal (1986-1990)",6832
D016269,Food Hypersensitivity (1966-1990),6833
D016271,Neoplasm Proteins (1983-1984),6834
D016272,Occupational Health Nursing (1966-1990),6835
D016273,Environmental Exposure (1967-1990),6836
D016274,Retroviridae Proteins (1987-1989),6837
D016275,Heart Atrium/physiology (1968-1990),6838
D016276,Heart Ventricle/physiology (1968-1990),6839
D016277,Heart Ventricle/physiology (1968-1990),6840
D016278,Heart Ventricle/physiology (1968-1990),6841
D016279,Heart Atrium/physiology (1968-1990),6842
D016280,Heart Atrium/physiology (1968-1990),6843
D016281,"Oncogene Proteins, Viral (1985-1989)",6844
D016282,Peptide Peptidohydrolases (1966-1990),6845
D016283,Neoplasm Proteins (1983-1986),6846
D016284,DTPA (1966-1990),6847
D016285,Cardiovascular Agents (1979-1990),6848
D016287,Computers (1966-1990),6849
D016288,Computer Systems (1987-1990),6850
D016291,Anticonvulsants (1966-1990),6851
D016292,"Anesthesia, Dental (1973-1990)",6852
D016293,Anti-Arrhythmia Agents (1966-1990),6853
D016294,"Models, Theoretical (1977-1990)",6854
D016296,Mutation (1966-1990),6855
D016297,Mutation (1972-1990),6856
D016298,Growth Substances (1966-1990),6857
D016299,Dental Implantation (1966-1990),6858
D016300,"Radiography, Dental (1968-1990)",6859
D016301,Bone Resorption (1966-1990),6860
D016302,"Dental Occlusion, Centric (1966-1990)",6861
D016304,"Hospitals, Proprietary (1975-1990)",6862
D016305,Oligopeptides (1980-1981),6863
D016306,Filtration/instrumentation (1972-1990),6864
D016308,"Enkephalin, Leucine (1983-1990)",6865
D016311,Costs and Cost Analysis (1986-1990),6866
D016312,Cooperative Behavior (1971-1974),6867
D016313,Oncogenes (1982-1990),6868
D016314,Cyclazocine (1966-1990),6869
D016315,Neoplasm Proteins (1983-1985),6870
D016316,Adrenergic alpha Agonists (1969-1990),6871
D016318,Convulsants (1975-1990),6872
D016321,Dental Care (1973-1990),6873
D016322,Enhancer Elements (Genetics) (1986-1990),6874
D016323,"Tooth, Deciduous (1966-1990)",6875
D016325,"Repetitive Sequences, Nucleic Acid (1986-1990)",6876
D016326,Extracellular Matrix (1984-1990),6877
D016328,DNA-Binding Proteins (1987-1990),6878
D016329,DNA-Binding Proteins (1986-1990),6879
D016330,Aged (1977-1990),6880
D016331,Parenteral Feeding (1974-1990),6881
D016332,Fetus (1968-1990),6882
D016333,"Gene Products, pol (1990)",6883
D016334,"Genes, Viral (1989-1990)",6884
D016335,Amino Acid Sequence (1987-1990),6885
D016336,Retroviridae Proteins (1990),6886
D016337,RNA Splicing (1986-1990),6887
D016338,"Genes, Viral (1988-1990)",6888
D016339,"Spectrum Analysis, Mass (1982-1990)",6889
D016341,"Genes, Viral (1986-1990)",6890
D016342,"Angioplasty, Transluminal (1982-1990)",6891
D016343,"Monitoring, Physiologic (1978-1990)",6892
D016344,Hospitalization (1979-1990),6893
D016345,"Fees, Medical (1972-1977)",6894
D016346,Retroviridae Proteins (1986),6895
D016350,Amino Acid Sequence (1989-1990),6896
D016352,Halfway Houses (1970-1990),6897
D016353,Palpation (1969-1990),6898
D016354,Rhodopseudomonas (1968-1990),6899
D016355,"Genes, Regulator (1984-1990)",6900
D016356,Trans-Activators (1990),6901
D016358,Sexually Transmitted Diseases/prevention & control (1966-1990),6902
D016360,Clostridium (1976-1990),6903
D016362,Analgesia (1966-1990),6904
D016363,Economic Competition/legislation & jurisprudence (1982-1990),6905
D016364,Amino Acid Sequence (1980-1990),6906
D016365,Jurisprudence (1966-1990),6907
D016366,Amino Acid Sequence (1981-1990),6908
D016367,Polyhedrosis Viruses (1973-1990),6909
D016368,Mutation (1968-1990),6910
D016369,Dental Cavity Preparation (1981-1991),6911
D016370,Viral Regulatory Proteins (1990),6912
D016372,RNA (1985-1990),6913
D016373,DNA (1988-1990),6914
D016374,Retroviridae Proteins (1987-1990),6915
D016376,Oligonucleotides (1987-1990),6916
D016377,Transplantation (1966-1990),6917
D016378,Transplantation (1966-1990),6918
D016379,"Acid Etching, Dental (1982-1991)",6919
D016380,Brain/transplantation (1966-1990),6920
D016381,Islets of Langerhans/transplantation (1966-1990),6921
D016382,Orthodontic Appliances (1972-1991),6922
D016384,Base Sequence (1983-1990),6923
D016385,Base Sequence (1981-1990),6924
D016386,Chromosome Mapping (1983-1990),6925
D016390,Health Occupations (1974-1990),6926
D016391,"Genes, Structural (1980-1990)",6927
D016392,Phosphoproteins (1983-1985),6928
D016393,B-Lymphocytes (1977-1990),6929
D016399,"Lymphoma, Non-Hodgkin's (1980-1990)",6930
D016411,"Lymphoma, Non-Hodgkin's (1977-1990)",6931
D016414,Resuscitation (1975-1990),6932
D016453,Bibliography (1968-1989),6933
D016459,Infection (1966-1991),6934
D016460,Granuloma (1966-1991),6935
D016461,"Embolization, Therapeutic (1979-1991)",6936
D016462,Breast/surgery (1966-1991),6937
D016463,Skin Diseases (1966-1991),6938
D016464,"Metabolism, Inborn Errors (1972-1991)",6939
D016465,Bone Marrow (1983-1991),6940
D016466,Cell Line (1972-1991),6941
D016468,Trees (1966-1991),6942
D016469,Mycoses (1966-1991),6943
D016470,Septicemia (1966-1991),6944
D016471,Ovarian Diseases (1966-1991),6945
D016472,Motor Neurons (1966-1991),6946
D016473,Gallbladder (1975-1991),6947
D016475,Cell Line (1966-1991),6948
D016476,Urinary Diversion (1972-1991),6949
D016480,Campylobacter (1984-1990),6950
D016482,Urine/analysis (1966-1991),6951
D016483,Lymphoma (1986-1991),6952
D016485,Needles (1985-1991),6953
D016487,Child Rearing (1970-1991),6954
D016488,"Medicine, Traditional (1966-1991)",6955
D016489,Head Injuries (1966-1991),6956
D016490,Information Systems (1986-1991),6957
D016491,Vascular Diseases (1966-1991),6958
D016494,Computer Systems (1987-1991),6959
D016495,"Social Control, Formal (1971-1991)",6960
D016496,Clothing (1983-1991),6961
D016497,Health Services (1972-1991),6962
D016499,"Antibodies, Monoclonal/therapeutic use (1984-1991)",6963
D016500,Color (1972-1991),6964
D016501,Axons (1967-1991),6965
D016504,Breast (1980-1991),6966
D016506,Pemphigus (1966-1991),6967
D016508,Syphilis Serodiagnosis (1966-1991),6968
D016510,Cornea/blood supply (1978-1991),6969
D016511,Immunologic Deficiency Syndromes (1974-1991),6970
D016512,Ankle/injuries (1966-1991),6971
D016513,"Mice, Mutant Strains (1983-1991)",6972
D016514,Neurofibromatosis 1/genetics (1987-1991),6973
D016515,Neurofibromatosis 1/genetics (1988-1991),6974
D016516,"Antigens, Differentiation, T-Lymphocyte (1986-1991)",6975
D016518,Neurilemmoma (1966-1976),6976
D016519,"Hospitals, Private (1991)",6977
D016520,Commerce (1985-1991),6978
D016521,Electrophoresis (1986-1991),6979
D016523,Foot Diseases (1966-1991),6980
D016524,Pregnancy (1978-1990),6981
D016525,Antigen-Antibody Reactions (1968-1989),6982
D016526,Personnel Management (1967-1991),6983
D016527,Cost Control (1979-1991),6984
D016528,Recovery Room (1975-1991),6985
D016529,Emergencies/nursing (1966-1991),6986
D016530,Orthopedics/nursing (1970-1991),6987
D016532,Mucopolysaccharidosis I (1966-1991),6988
D016533,specific fungus/classification (1978-1991),6989
D016534,Cardiac Output (1967-1991),6990
D016535,Asthma (1970-1991),6991
D016536,Health Maintenance Organizations (1984-1991),6992
D016537,Gangliosidoses (1976-1991),6993
D016538,Mucopolysaccharidoses (1974-1991),6994
D016539,Hodgkin's Disease/pathology (1966-1991),6995
D016540,Smoking/prevention & control (1968-1991),6996
D016542,Health Facility Administrators (1975-1991),6997
D016543,Brain Neoplasms (1966-1991),6998
D016545,Cerebral Ventricle Neoplasms (1966-1991),6999
D016547,Adenosine Triphosphatase (1966-1991),7000
D016548,Brain (1966-1991),7001
D016549,"Indians, North American (1975-1991)",7002
D016552,Exercise Test (1966-1991),7003
D016553,"Purpura, Thrombocytopenic (1966-1991)",7004
D016554,Neoplasm Proteins (1966-1991),7005
D016557,Periodontal Diseases (1986-1991),7006
D016558,Gastrointestinal Hemorrhage/surgery (1976-1991),7007
D016559,"Antibiotics, Macrolide (1987-1991)",7008
D016562,Home Care Services (1974-1991),7009
D016563,Rhabdoviridae (1987-1991),7010
D016564,Amyloid (1988-1991),7011
D016565,Lemur (1976-1991),7012
D016566,Selenium (1966-1991),7013
D016567,Thiazoles (1966-1991),7014
D016568,Drugs (1966-1991),7015
D016569,Blepharoptosis (1972-1991),7016
D016570,Basement Membrane (1967-1991),7017
D016571,Artificial Intelligence (1987-1991),7018
D016572,Cyclosporins (1982-1991),7019
D016574,Affective Disorders (1985-1991),7020
D016575,Sweat Gland Diseases (1976-1991),7021
D016576,Anti-Infective Agents (1966-1988),7022
D016577,Duodenum (1966-1991),7023
D016578,Cocaine (1986-1991),7024
D016582,Cat Diseases (1966-1991),7025
D016583,Cattle Diseases (1966-1991),7026
D016584,Anxiety Disorders (1978-1991),7027
D016585,Bacterial Infections (1983-1991),7028
D016586,Myoblastoma (1966-1991),7029
D016587,Mutation (1966-1991),7030
D016589,Benzimidazoles (1966-1991),7031
D016590,Antiviral Agents (1966-1991),7032
D016593,Benzhydryl Compounds (1975-1991),7033
D016595,"Abortifacient Agents, Non-Steroidal (1975-1991)",7034
D016596,Cytoskeletal Proteins (1990-1991),7035
D016597,Antineoplastic Agents (1966-1991),7036
D016601,Carrier Proteins (1971-1991),7037
D016602,Needles (1978-1991),7038
D016603,Eosinophilia/chemically induced (1989-1990),7039
D016604,Aflatoxins (1966-1991),7040
D016606,Thyroid Diseases (1966-1991),7041
D016607,Aflatoxins (1969-1991),7042
D016608,Blood Proteins (1984-1986),7043
D016609,"Neoplasms, Multiple Primary (1966-1991)",7044
D016612,Paraffin (1966-1991),7045
D016613,Plastics (1966-1991),7046
D016615,Base Sequence (1979-1991),7047
D016616,Microtomy (1975-1991),7048
D016620,"Prostaglandins E, Synthetic (1978-1991)",7049
D016622,Staining (1966-1991),7050
D016623,"Biological Transport, Active (1967-1991)",7051
D016624,Staining (1966-1991),7052
D016626,"Microscopy, Electron (1969-1991)",7053
D016627,Hydroxydopamines (1973-1991),7054
D016628,"Microscopy, Electron (1973-1991)",7055
D016629,Esophagus/surgery (1966-1991),7056
D016630,Anti-Ulcer Agents (1977-1991),7057
D016631,Cellular Inclusions (1972-1991),7058
D016632,Apolipoproteins (1977-1984),7059
D016633,Apolipoproteins (1977-1984),7060
D016634,Stereotaxic Techniques (1971-1991),7061
D016635,specific disease/prevention & control (1988-1991),7062
D016636,Copying Processes (1986-1991),7063
D016638,Critical Care (1975-1991),7064
D016639,Myopia/surgery (1972-1991),7065
D016640,Pregnancy in Diabetes (1966-1991),7066
D016642,Antidepressive Agents (1966-1991),7067
D016643,Brain Diseases/veterinary (1988-1991),7068
D016644,Antioxidants (1966-1991),7069
D016649,"Menopause, Premature (1975-1991)",7070
D016650,Fluoresceins (1966-1991),7071
D016651,Lithium (1966-1991),7072
D016655,"Antigens, Viral (1985-1991)",7073
D016656,Family Planning (1968-1991),7074
D016657,Amyloidosis (1974-1991),7075
D016658,Muscles (1968-1991),7076
D016659,Abscess (1968-1991),7077
D016660,"NADH, NADPH Oxidoreductases (1975-1979)",7078
D016662,"DNA, Viral (1966-1991)",7079
D016666,Antidepressive Agents (1979-1991),7080
D016667,"Polysaccharides, Bacterial (1966-1991)",7081
D016670,Anticoagulants (1966-1991),7082
D016672,Esophageal Diverticulum (1966-1991),7083
D016674,Pongidae (1967-1991),7084
D016676,Macrophages (1966-1991),7085
D016677,Anilides (1974-1981),7086
D016678,Base Sequence (1971-1991),7087
D016679,"DNA, Viral (1966-1977)",7088
D016680,Base Sequence (1971-1991),7089
D016681,Base Sequence (1971-1991),7090
D016682,Autoantibodies (1966-1991),7091
D016683,Posture (1966-1991),7092
D016684,Posture (1966-1991),7093
D016685,Mitomycins (1966-1991),7094
D016686,Pyrrolizidine Alkaloids (1971-1973),7095
D016687,Polyesters (1977-1991),7096
D016688,"Diabetes Mellitus, Experimental (1980-1991)",7097
D016689,Trypanosoma (1966-1991),7098
D016692,"Receptors, Antigen, T-Cell (1986-1991)",7099
D016693,"Receptors, Antigen, T-Cell (1980-1991)",7100
D016694,"Gene Rearrangement, T-Lymphocyte (1989-1991)",7101
D016695,Transferases (1966-1991),7102
D016697,Facial Paralysis (1966-1991),7103
D016698,Pyrophosphates (1966-1991),7104
D016700,Anilides (1966-1991),7105
D016701,"Africa, Western (1966-1991)",7106
D016703,"Africa, Central (1966-1991)",7107
D016704,Nerve Tissue Proteins (1966-1991),7108
D016706,"Arthritis, Juvenile Rheumatoid (1966-1991)",7109
D016708,Membrane Proteins (1977-1991),7110
D016709,"Medicine, Chinese Traditional (1968-1991)",7111
D016710,"Medicine, Chinese Traditional (1983-1991)",7112
D016711,"Medicine, Chinese Traditional (1983-1991)",7113
D016712,Antibiotics (1966-1991),7114
D016713,Histamine H2 Receptor Blockaders (1977-1991),7115
D016715,"Abnormalities, Multiple (1979-1991)",7116
D016716,Cell Line (1976-1991),7117
D016717,Endoscopy (1974-1991),7118
D016718,Arachidonic Acids (1975-1991),7119
D016719,"Antibodies, Monoclonal/diagnostic use (1980-1991)",7120
D016720,Mycoses (1989-1991),7121
D016721,Mouse Leukemia Viruses (1966-1991),7122
D016722,Dental Alloys (1988-1991),7123
D016723,Bone Development (1967-1991),7124
D016724,Empyema (1966-1991),7125
D016726,Lung Diseases (1966-1991),7126
D016727,Granuloma (1966-1991),7127
D016728,Self Mutilation (1968-1991),7128
D016729,Antineoplastic Agents (1984-1991),7129
D016731,Parvovirus Infections (1986-1991),7130
D016732,Parvoviridae (1981-1991),7131
D016733,Dental Materials (1966-1977),7132
D016734,"Denture, Partial, Removable (1966-1991)",7133
D016735,Munchausen Syndrome (1977-1991),7134
D016736,Phospholipids/immunology (1977-1991),7135
D016737,Colectomy (1981-1991),7136
D016738,"Abnormalities, Multiple (1981-1991)",7137
D016739,Behavior (1974-1991),7138
D016740,Acupuncture (1968-1991),7139
D016741,"Implants, Artificial (1976-1991)",7140
D016742,Pregnancy (1981-1991),7141
D016743,Forensic Psychiatry (1966-1991),7142
D016745,Tooth Root (1966-1991),7143
D016746,Nursing (1977-1991),7144
D016749,Information Systems (1989-1991),7145
D016750,Autoimmune Diseases (1988-1991),7146
D016751,"Hepatitis, Viral, Human (1990-1991)",7147
D016752,Hepatitis Viruses (1990-1991),7148
D016753,Interleukins (1990-1991),7149
D016754,Boron (1966-1992),7150
D016755,DNA-Binding Proteins (1987-1991),7151
D016756,IgG (1970-1991),7152
D016757,"Death, Sudden (1966-1991)",7153
D016758,"Genes, Viral (1987-1991)",7154
D016759,Retroviridae Proteins (1987-1989),7155
D016760,Proto-Oncogene Proteins (1985-1991),7156
D016761,"Oncogene Proteins, Viral (1989-1991)",7157
D016762,Oncogenes (1983-1991),7158
D016765,Coronaviridae (1977-1991),7159
D016766,Cat Diseases (1966-1991),7160
D016767,Bile Duct Diseases/congenital (1966-1992),7161
D016773,Leishmaniasis (1966-1991),7162
D016774,Leishmaniasis (1966-1991),7163
D016776,"Intestinal Diseases, Parasitic (1983-1991)",7164
D016778,Malaria (1966-1991),7165
D016779,Brain Diseases (1966-1991),7166
D016780,Malaria (1966-1991),7167
D016781,Brain Diseases (1966-1991),7168
D016785,Cryptosporidium (1985-1991),7169
D016786,Eimeria (1966-1991),7170
D016788,Plasmodium (1966-1991),7171
D016789,Plasmodium (1966-1991),7172
D016790,Plasmodium (1966-1991),7173
D016793,Babesia (1975-1991),7174
D016794,Sporozoea (1966-1991),7175
D016796,Sporozoea (1966-1991),7176
D016797,Sporozoea (1966-1991),7177
D016798,Protozoa (1975-1991),7178
D016805,Paramecium (1976-1991),7179
D016808,Tetrahymena (1978-1991),7180
D016810,Ciliophora (1966-1991),7181
