mesh_descriptor_uid,previous_indexing,mesh_previous_indexing_id
D016211,"Transforming Growth Factors (1989-1990)",8144
D016212,"Transforming Growth Factors (1989-1990)",8145
D016213,"Invertebrate Hormones (1987-1990)",8146
D016215,"Lymphokines (1976-1990)",8147
D016216,"Ultrasonography (1985-1990)",8148
D016217,"Ultrasonography (1985-1990)",8149
D016219,"Immunization, Passive (1983-1990)",8150
D016220,"Growth Substances (1974-1983)",8151
D016221,"Historical Biography (1966-1990)",8152
D016222,"Growth Substances (1974-1983)",8153
D016223,"Wills (1966-1990)",8154
D016224,"Wills (1977-1986)",8155
D016226,"Phosphorus (1966-1990)",8156
D016227,"Quinones (1966-1990)",8157
D016228,"Growth Substances (1966-1983)",8158
D016229,"Amyloid (1966-1990)",8159
D016231,"Fluoroimmunoassay (1989-1990)",8160
D016232,"Peptides (1966-1990)",8161
D016233,"Immunotherapy (1967-1990)",8162
D016234,"Kinins (1966-1990)",8163
D016235,"Speech-Language Pathology (1980-1990)",8164
D016236,"Proto-Oncogenes (1986-1990)",8165
D016238,"Cell Separation (1978-1990)",8166
D016239,"National Library of Medicine (U.S.) (1966-1977)",8167
D016240,"MEDLARS (1986-1990)",8168
D016242,"Libraries (1966-1990)",8169
D016243,"Book Selection (1966-1990)",8170
D016244,"Thionucleotides (1977-1990)",8171
D016245,"Libraries (1966-1990)",8172
D016246,"T-Lymphocytes, Cytotoxic (1984-1990)",8173
D016247,"Information Systems (1966-1990)",8174
D016248,"Computers (1966-1990)",8175
D016252,"Microscopy, Electron, Scanning (1987-1990)",8176
D016253,"Microscopy, Electron (1973-1990)",8177
D016254,"Mutation (1982-1990)",8178
D016255,"Streptokinase (1966-1990)",8179
D016256,"Tumor Markers, Biological (1988-1990)",8180
D016257,"Oxazoles (1966-1990)",8181
D016258,"Proto-Oncogenes (1986-1990)",8182
D016259,"Oncogenes (1983-1990)",8183
D016260,"Monocytes (1988-1990)",8184
D016262,"Poliomyelitis/complications (1983-1990)",8185
D016263,"specific kidney diseases (1984-1990)",8186
D016264,"Dextrans (1966-1990)",8187
D016265,"Ethics (1966-1990)",8188
D016266,"specific parasite (1966-1990)",8189
D016267,"Orthopedic Fixation Devices (1979-1990)",8190
D016268,"Orthopedic Fixation Devices (1986-1990)",8191
D016269,"Milk/adverse effects (1966-1990)",8192
D016271,"Proto-Oncogene Proteins (1986-1990)",8193
D016272,"Occupational Medicine (1966-1990)",8194
D016273,"Occupational Diseases (1966-1989)",8195
D016274,"Retroviridae Proteins, Oncogenic (1990)",8196
D016275,"Heart/physiology (1966-1990)",8197
D016276,"Heart/physiology (1966-1990)",8198
D016277,"Heart/physiology (1966-1990)",8199
D016278,"Heart/physiology (1966-1990)",8200
D016279,"Heart/physiology (1966-1990)",8201
D016280,"Heart/physiology (1966-1990)",8202
D016281,"Retroviridae Proteins, Oncogenic (1990)",8203
D016282,"Peptide Peptidohydrolases (1966-1990)",8204
D016283,"Proto-Oncogene Proteins (1987-1990)",8205
D016284,"Technetium (1966-1990)",8206
D016285,"Vasodilator Agents (1966-1990)",8207
D016287,"Computers (1966-1990)",8208
D016288,"Computer Systems (1987-1990)",8209
D016291,"Dibenzocycloheptenes (1968-1990)",8210
D016292,"Preanesthetic Medication (1980-1990)",8211
D016293,"Phenothiazines (1966-1990)",8212
D016294,"Models, Theoretical (1977-1990)",8213
D016296,"Mutation (1966-1990)",8214
D016297,"Mutation (1972-1990)",8215
D016298,"Growth Substances (1966-1990)",8216
D016299,"Dental Implantation (1966-1990)",8217
D016300,"Radiography, Dental (1968-1990)",8218
D016301,"Bone Resorption (1966-1990)",8219
D016302,"Dental Occlusion, Centric (1966-1990)",8220
D016304,"Hospitals, Proprietary (1975-1990)",8221
D016305,"Thymopoietins (1981-1990)",8222
D016306,"Vena Cava, Inferior (1972-1990)",8223
D016308,"Enkephalins (1977-1982)",8224
D016311,"Diagnosis-Related Groups (1986-1990)",8225
D016312,"Patient Compliance (1975-1990)",8226
D016313,"Oncogenes (1982-1990)",8227
D016314,"Cyclazocine (1966-1990)",8228
D016315,"Proto-Oncogene Proteins (1986-1990)",8229
D016316,"Phenylacetates (1966-1990)",8230
D016318,"Oxadiazoles (1966-1990)",8231
D016321,"Health Services for the Aged (1981-1990)",8232
D016322,"Enhancer Elements (Genetics) (1986-1990)",8233
D016325,"Repetitive Sequences, Nucleic Acid (1986-1990)",8234
D016326,"Extracellular Matrix (1984-1990)",8235
D016328,"Transcription Factors (1987-1990)",8236
D016329,"Transcription Factors (1986-1990)",8237
D016330,"Health Services for the Aged (1983-1990)",8238
D016331,"Parenteral Feeding (1974-1990)",8239
D016332,"Transplantation, Homologous (1968-1990)",8240
D016333,"Peptide Peptidohydrolases (1987-1990)",8241
D016334,"Genes, Viral (1989-1990)",8242
D016335,"Molecular Sequence Data (1988-1990)",8243
D016336,"Retroviridae Proteins (1990)",8244
D016337,"RNA, Ribosomal (1986-1990)",8245
D016338,"Genes, Viral (1988-1990)",8246
D016339,"Spectrum Analysis, Mass (1982-1990)",8247
D016341,"Genes, Viral (1986-1990)",8248
D016342,"Lasers (1982-1986)",8249
D016343,"Monitoring, Physiologic (1978-1990)",8250
D016344,"Medicare (1966-1990)",8251
D016345,"Medicare (1979-1990)",8252
D016346,"Viral Proteins (1987-1990)",8253
D016350,"Molecular Sequence Data (1989-1990)",8254
D016352,"Residential Facilities (1970-1990)",8255
D016353,"Palpation (1969-1990)",8256
D016354,"Rhodopseudomonas (1968-1990)",8257
D016355,"Genes, Viral (1984-1990)",8258
D016356,"Transcription Factors (1986-1989)",8259
D016358,"specific infection/prevention & control (1986-1990)",8260
D016360,"Clostridium (1976-1990)",8261
D016362,"Anesthesia, Obstetrical (1976-1990)",8262
D016363,"Economics/legislation & jurisprudence (1982-1990)",8263
D016364,"Base Sequence (1980-1990)",8264
D016365,"Malpractice/legislation & jurisprudence (1981-1990)",8265
D016366,"Base Sequence (1977-1990)",8266
D016367,"Polyhedrosis Viruses (1973-1990)",8267
D016368,"Mutation (1968-1990)",8268
D016369,"Dentin (1981-1991)",8269
D016370,"Viral Regulatory Proteins (1990)",8270
D016372,"RNA (1985-1990)",8271
D016373,"DNA (1988-1990)",8272
D016374,"Viral Proteins (1984-1986)",8273
D016376,"Oligonucleotides (1987-1990)",8274
D016377,"specific organ/transplantation (1966-1990)",8275
D016378,"specific tissue/transplantation (1966-1990)",8276
D016379,"Denture, Partial, Fixed (1982-1991)",8277
D016380,"Brain/transplantation (1966-1990)",8278
D016381,"Islets of Langerhans/transplantation (1966-1990)",8279
D016382,"Orthodontic Appliances (1972-1991)",8280
D016384,"Molecular Sequence Data (1988-1990)",8281
D016385,"Molecular Sequence Data (1988-1990)",8282
D016386,"Cloning, Molecular (1983-1990)",8283
D016390,"Health Occupations (1974-1990)",8284
D016391,"Oncogenes (1983-1990)",8285
D016392,"Proto-Oncogene Proteins (1986-1990)",8286
D016393,"Lymphoma, Non-Hodgkin's (1987-1990)",8287
D016399,"T-Lymphocytes (1980-1990)",8288
D016411,"T-Lymphocytes (1977-1990)",8289
D016414,"Resuscitation (1975-1990)",8290
D016453,"Bibliography (1968-1989)",8291
D016459,"specific prosthesis/adverse effects (1966-1991)",8292
D016460,"Skin Diseases (1966-1991)",8293
D016461,"Embolization, Therapeutic (1979-1991)",8294
D016462,"Surgery, Plastic (1966-1991)",8295
D016463,"Skin Diseases (1966-1991)",8296
D016464,"Metabolism, Inborn Errors (1972-1991)",8297
D016465,"Bone Marrow Transplantation (1988-1991)",8298
D016466,"Cell Line (1972-1991)",8299
D016468,"Trees (1966-1991)",8300
D016469,"specific fungal infection (1966-1991)",8301
D016470,"specific bacterial infection (1966-1991)",8302
D016471,"Ovulation Induction/adverse effects (1978-1991)",8303
D016472,"Neuromuscular Diseases (1972-1991)",8304
D016473,"Gallbladder (1975-1991)",8305
D016475,"Cell Line (1966-1991)",8306
D016476,"Urinary Diversion (1972-1991)",8307
D016480,"Campylobacter (1984-1990)",8308
D016482,"Urine/analysis (1966-1991)",8309
D016483,"Lymphoma (1986-1991)",8310
D016485,"Syringes (1985-1991)",8311
D016487,"Parent-Child Relations (1970-1991)",8312
D016488,"Medicine, Traditional (1966-1991)",8313
D016489,"Head Injuries (1966-1991)",8314
D016490,"National Library of Medicine (U.S.) (1986-1988)",8315
D016491,"Vascular Diseases (1966-1991)",8316
D016494,"Information Systems (1982-1991)",8317
D016495,"Social Control, Formal (1971-1991)",8318
D016496,"Disposable Equipment (1986-1991)",8319
D016497,"Health Services (1972-1991)",8320
D016499,"specific radioisotope/therapeutic use (1981-1991)",8321
D016500,"Phototherapy (1972-1991)",8322
D016501,"Neurons (1970-1991)",8323
D016504,"Palpation (1966-1991)",8324
D016506,"Pemphigus (1966-1991)",8325
D016508,"Syphilis Serodiagnosis (1966-1991)",8326
D016510,"Neovascularization (1980-1991)",8327
D016511,"Immunologic Deficiency Syndromes (1974-1991)",8328
D016512,"Ankle/injuries (1966-1991)",8329
D016513,"Mice, Mutant Strains (1983-1991)",8330
D016514,"Neurofibromatosis 1/genetics (1987-1991)",8331
D016515,"Neuroma, Acoustic/genetics (1988-1991)",8332
D016516,"Leukocyte Count (1986-1991)",8333
D016518,"Neuroma, Acoustic (1978-1991)",8334
D016519,"Hospitals, Voluntary (1985-1990)",8335
D016520,"Organizational Innovation (1985-1991)",8336
D016521,"Electrophoresis (1986-1991)",8337
D016523,"Skin Ulcer (1966-1991)",8338
D016524,"Salaries and Fringe Benefits (1981-1990)",8339
D016525,"Antigens, Surface/immunology (1979-1988)",8340
D016526,"Task Performance and Analysis (1971-1991)",8341
D016527,"Fees, Pharmaceutical (1968-1977)",8342
D016528,"Surgical Nursing (1975-1991)",8343
D016529,"Specialties, Nursing (1973-1991)",8344
D016530,"Specialties, Nursing (1972-1991)",8345
D016532,"Mucopolysaccharidosis I (1966-1991)",8346
D016533,"specific fungus/classification (1978-1991)",8347
D016534,"Cardiac Output (1967-1991)",8348
D016535,"Respiratory Hypersensitivity (1970-1991)",8349
D016536,"Health Maintenance Organizations (1984-1991)",8350
D016537,"Metabolism, Inborn Errors (1966-1975)",8351
D016538,"Mucopolysaccharidoses (1974-1991)",8352
D016539,"Hodgkin's Disease/pathology (1966-1991)",8353
D016540,"Smoking/therapy (1972-1991)",8354
D016542,"Hospital Administrators (1975-1991)",8355
D016543,"Spinal Cord Neoplasms (1966-1991)",8356
D016545,"Choroid Plexus (1966-1991)",8357
D016547,"Nerve Tissue Proteins (1966-1991)",8358
D016548,"Telencephalon (1966-1991)",8359
D016549,"United States Public Health Service (1975-1991)",8360
D016552,"Exertion (1966-1991)",8361
D016553,"Purpura, Thrombocytopenic (1966-1991)",8362
D016557,"Regeneration (1986-1991)",8363
D016558,"Hemostatic Techniques (1976-1991)",8364
D016559,"Immunosuppressive Agents (1987-1991)",8365
D016562,"Parenteral Nutrition, Total (1975-1991)",8366
D016563,"Rhabdoviridae (1987-1991)",8367
D016564,"Protein Precursors (1988-1991)",8368
D016565,"Strepsirhini (1976-1991)",8369
D016566,"Selenium (1966-1991)",8370
D016567,"Thiazoles (1966-1991)",8371
D016568,"Drugs (1966-1991)",8372
D016569,"Eyelids/abnormalities (1966-1991)",8373
D016570,"Membranes (1972-1991)",8374
D016571,"Image Processing, Computer-Assisted (1990-1991)",8375
D016572,"Peptides, Cyclic (1971-1981)",8376
D016574,"Seasons (1984-1991)",8377
D016575,"Sweat Glands (1966-1991)",8378
D016576,"Quinolines (1966-1986)",8379
D016577,"Pancreatectomy (1966-1991)",8380
D016578,"Cocaine (1986-1991)",8381
D016582,"Leukemia/veterinary (1966-1991)",8382
D016583,"Leukemia/veterinary (1966-1991)",8383
D016584,"Panic (1978-1991)",8384
D016585,"Vaginitis (1983-1991)",8385
D016586,"Myoblastoma (1966-1991)",8386
D016587,"Mutation (1966-1991)",8387
D016589,"Histamine H1 Receptor Blockaders (1966-1991)",8388
D016590,"Diterpenes (1974-1991)",8389
D016593,"Piperidines (1966-1991)",8390
D016595,"Anti-Ulcer Agents (1977-1991)",8391
D016596,"Muscle Proteins (1980-1989)",8392
D016597,"Quinazolines (1966-1991)",8393
D016601,"RNA (1966-1991)",8394
D016602,"Needles (1978-1991)",8395
D016603,"Tryptophan/adverse effects (1989-1990)",8396
D016604,"Aflatoxins (1966-1991)",8397
D016606,"Thyroid Neoplasms (1966-1991)",8398
D016607,"Aflatoxins (1969-1991)",8399
D016608,"Muscle Proteins (1984-1986)",8400
D016609,"Neoplasms, Multiple Primary (1966-1991)",8401
D016612,"Paraffin (1966-1991)",8402
D016613,"Plastics (1966-1991)",8403
D016615,"Chromosomes (1976-1991)",8404
D016616,"Microtomy (1975-1991)",8405
D016620,"Prostaglandins E, Synthetic (1978-1991)",8406
D016622,"Staining (1966-1991)",8407
D016623,"specific ion/metabolism (1967-1991)",8408
D016624,"Staining (1966-1991)",8409
D016626,"Staining (1966-1991)",8410
D016627,"Hydroxydopamines (1973-1991)",8411
D016628,"Microscopy, Electron, Scanning (1967-1991)",8412
D016629,"Esophagus/surgery (1966-1991)",8413
D016630,"Prostaglandins, Synthetic (1977-1991)",8414
D016631,"Cytoplasmic Granules (1966-1991)",8415
D016632,"Apolipoproteins A (1985-1991)",8416
D016633,"Apolipoproteins A (1985-1991)",8417
D016634,"Stereotaxic Techniques (1971-1991)",8418
D016635,"specific disease/prevention & control (1988-1991)",8419
D016636,"Telecommunications (1986-1991)",8420
D016638,"Critical Care (1975-1991)",8421
D016639,"Sclera/surgery (1972-1991)",8422
D016640,"Pregnancy in Diabetes (1966-1991)",8423
D016642,"Propiophenones (1966-1991)",8424
D016643,"Cattle Diseases (1988-1991)",8425
D016644,"Carotene/analogs & derivatives (1975-1991)",8426
D016649,"Ovarian Diseases (1966-1991)",8427
D016650,"Thiocyanates (1966-1991)",8428
D016651,"Tranquilizing Agents (1966-1991)",8429
D016655,"Viral Core Proteins (1985-1991)",8430
D016656,"Public Policy (1978-1991)",8431
D016657,"Cerebrovascular Disorders (1974-1991)",8432
D016658,"Muscles (1968-1991)",8433
D016659,"Muscular Diseases (1968-1991)",8434
D016660,"Oxidoreductases (1966-1974)",8435
D016662,"Proviruses (1988-1991)",8436
D016666,"Serotonin Antagonists (1978-1991)",8437
D016667,"Polysaccharides, Bacterial (1966-1991)",8438
D016670,"Serine Proteinase Inhibitors (1990-1991)",8439
D016672,"Esophageal Diverticulum (1966-1991)",8440
D016674,"Pongidae (1967-1991)",8441
D016676,"Pulmonary Alveoli (1966-1991)",8442
D016677,"Lidocaine/analogs & derivatives (1982-1991)",8443
D016678,"Genomic Library (1990-1991)",8444
D016679,"RNA, Viral (1966-1977)",8445
D016680,"DNA, Bacterial (1966-1991)",8446
D016681,"Genes, Fungal (1984-1991)",8447
D016682,"Blood Coagulation Factors (1966-1991)",8448
D016683,"Supination (1988-1991)",8449
D016684,"Pronation (1988-1991)",8450
D016685,"Mitomycins (1966-1991)",8451
D016686,"Pyrrolizidine Alkaloids (1971-1973)",8452
D016687,"Sutures (1966-1991)",8453
D016688,"Mice (1980-1991)",8454
D016689,"Trypanosoma (1966-1991)",8455
D016692,"Receptors, Antigen, T-Cell (1986-1991)",8456
D016693,"Receptors, Antigen, T-Cell (1980-1991)",8457
D016694,"Receptors, Antigen, T-Cell/genetics (1987-1988)",8458
D016695,"Transferases (1966-1991)",8459
D016697,"Herpes Zoster (1966-1991)",8460
D016698,"Technetium (1966-1991)",8461
D016700,"Anti-Arrhythmia Agents (1966-1991)",8462
D016701,"Africa, Western (1966-1991)",8463
D016703,"Africa, Central (1966-1991)",8464
D016704,"Phosphoproteins (1970-1991)",8465
D016706,"Arthritis, Juvenile Rheumatoid (1966-1991)",8466
D016708,"Nerve Tissue Proteins (1966-1991)",8467
D016709,"Medicine, Chinese Traditional (1968-1991)",8468
D016710,"Medicine, Chinese Traditional (1983-1991)",8469
D016711,"Medicine, Chinese Traditional (1983-1991)",8470
D016712,"Fatty Acids (1966-1991)",8471
D016713,"Piperidines (1966-1991)",8472
D016715,"Neurofibromatosis 1 (1979-1990)",8473
D016716,"Tumor Cells, Cultured (1987-1991)",8474
D016717,"Vater's Ampulla/surgery (1974-1991)",8475
D016718,"Arachidonic Acids (1975-1991)",8476
D016719,"Radionuclide Imaging (1980-1991)",8477
D016720,"Protozoan Infections (1985-1988)",8478
D016721,"Retroviridae (1966-1987)",8479
D016722,"Silver (1988-1991)",8480
D016723,"Bone Resorption (1967-1991)",8481
D016724,"Empyema (1966-1991)",8482
D016726,"Lung Diseases (1966-1991)",8483
D016727,"Orbital Diseases (1981-1991)",8484
D016728,"Self Mutilation (1968-1991)",8485
D016729,"Gonadorelin/analogs & derivatives (1980-1991)",8486
D016731,"Virus Diseases (1966-1982)",8487
D016732,"Parvoviridae (1981-1991)",8488
D016733,"Dentistry, Operative/instrumentation (1977-1991)",8489
D016734,"Denture, Partial, Removable (1966-1991)",8490
D016735,"Munchausen Syndrome (1977-1991)",8491
D016736,"Phospholipids/immunology (1977-1991)",8492
D016737,"Colectomy (1981-1991)",8493
D016738,"Pulmonary Artery/abnormalities (1988-1991)",8494
D016739,"Substance Dependence (1974-1991)",8495
D016740,"Acupuncture (1968-1991)",8496
D016741,"Urinary Incontinence/surgery (1969-1991)",8497
D016742,"Pregnancy (1981-1991)",8498
D016743,"Mental Retardation (1966-1991)",8499
D016745,"Tooth Root (1966-1991)",8500
D016746,"Primary Nursing Care (1977-1991)",8501
D016749,"Malpractice (1989-1991)",8502
D016750,"Neuromuscular Diseases (1972-1991)",8503
D016751,"Hepatitis, Viral, Human (1990-1991)",8504
D016752,"Hepatitis Viruses (1990-1991)",8505
D016753,"Interleukins (1990-1991)",8506
D016754,"Radiotherapy, High-Energy (1966-1992)",8507
D016755,"Transcription Factors (1987-1991)",8508
D016756,"Immunoglobulins (1970-1991)",8509
D016757,"Death, Sudden (1966-1991)",8510
D016758,"Proto-Oncogenes (1987-1991)",8511
D016759,"Retroviridae Proteins, Oncogenic (1990-1991)",8512
D016760,"Proto-Oncogene Proteins (1985-1991)",8513
D016761,"Retroviridae Proteins (1987-1988)",8514
D016762,"Proto-Oncogenes (1985-1991)",8515
D016765,"Coronaviridae (1977-1991)",8516
D016766,"Coronavirus Infections (1978-1991)",8517
D016767,"Biliary Dyskinesia (1966-1984)",8518
D016773,"Leishmaniasis (1966-1991)",8519
D016774,"Leishmaniasis (1966-1991)",8520
D016776,"Protozoan Infections (1983-1991)",8521
D016778,"Malaria (1966-1991)",8522
D016779,"Malaria (1966-1991)",8523
D016780,"Malaria (1966-1991)",8524
D016781,"Toxoplasmosis (1966-1991)",8525
D016785,"Cryptosporidium (1985-1991)",8526
D016786,"Eimeria (1966-1991)",8527
D016788,"Plasmodium (1966-1991)",8528
D016789,"Plasmodium (1966-1991)",8529
D016790,"Plasmodium (1966-1991)",8530
D016793,"Babesia (1975-1991)",8531
D016794,"Sporozoea (1966-1991)",8532
D016796,"Sporozoea (1966-1991)",8533
D016797,"Sporozoea (1966-1991)",8534
D016798,"Protozoa (1975-1991)",8535
D016805,"Paramecium (1976-1991)",8536
D016808,"Tetrahymena (1978-1991)",8537
D016810,"Ciliophora (1966-1991)",8538
D016812,"Ciliophora (1966-1991)",8539
D016813,"Ciliophora (1973-1991)",8540
D016816,"Sporozoea (1969-1991)",8541
D016818,"Sporozoea (1966-1991)",8542
D016819,"Sporozoea (1973-1991)",8543
D016824,"Isoantigens (1976-1991)",8544
D016825,"Chlamydomonas (1972-1991)",8545
D016827,"Antigens, Surface (1985-1991)",8546
D016829,"Giardia (1967-1991)",8547
D016831,"Mastigophora (1966-1978)",8548
D016832,"Rehabilitation, Vocational (1988-1991)",8549
D016833,"Trypanosoma brucei brucei (1972-1991)",8550
D016835,"Tritrichomonas (1972-1991)",8551
D016839,"Physarum (1966-1991)",8552
D016844,"Zygomycotina (1980-1985)",8553
D016845,"Zygomycotina (1980-1985)",8554
D016848,"Naegleria (1988-1991)",8555
D016849,"Keratitis, Dendritic (1966-1991)",8556
D016850,"Cornea (1966-1991)",8557
D016851,"Bunyaviridae (1979-1991)",8558
D016852,"Housing (1967-1991)",8559
D016853,"Antibodies, Monoclonal (1981-1991)",8560
D016854,"Fear (1966-1991)",8561
D016855,"Bunyaviridae (1980-1991)",8562
D016856,"Bunyaviridae (1983-1991)",8563
D016857,"Carbon Dioxide/blood (1966-1991)",8564
D016858,"Mycoplasma (1970-1991)",8565
D016859,"Lipoxygenase/antagonists & inhibitors (1978-1991)",8566
D016860,"IgG (1989-1991)",8567
D016861,"Prostaglandin-Endoperoxide Synthase/antagonists & inhibitors (1981-1991)",8568
D016862,"Tuberculoma (1968-1991)",8569
D016864,"Syndrome (1982-1986)",8570
D016865,"specific virus/genetics (1981-1991)",8571
D016867,"Immunosuppression (1976-1991)",8572
D016868,"Serratia marcescens (1972-1991)",8573
D016869,"Ureaplasma (1977-1991)",8574
D016873,"Rickettsiaceae Infections (1975-1991)",8575
D016874,"Neurofibrils (1968-1991)",8576
D016875,"Microtubules (1976-1985)",8577
D016876,"Dental Alloys (1971-1991)",8578
D016877,"Oxidation-Reduction (1966-1991)",8579
D016882,"Viral Vaccines (1985-1991)",8580
D016884,"Endocrine Diseases (1978-1991)",8581
D016885,"Government Agencies (1966-1991)",8582
D016887,"Resuscitation (1971-1991)",8583
D016888,"Gastrointestinal Hemorrhage (1976-1991)",8584
D016889,"Uterine Neoplasms (1966-1991)",8585
D016890,"Sporozoea (1972-1981)",8586
D016891,"Kidney, Polycystic (1974-1991)",8587
D016893,"Carotid Artery Diseases (1966-1991)",8588
D016894,"Endarterectomy (1966-1991)",8589
D016895,"Culture Media (1966-1991)",8590
D016897,"Oxygen Consumption (1976-1991)",8591
D016898,"Interferon Type I (1983-1991)",8592
D016899,"Interferon Type I (1984-1991)",8593
D016900,"Nerve Tissue Proteins (1970-1982)",8594
D016902,"Air Pollution (1968-1991)",8595
D016905,"specific bacterial infection (1966-1971)",8596
D016906,"Interleukins (1990-1991)",8597
D016907,"specific drug/adverse effects (1966-1991)",8598
D016908,"specific bacterial infection (1966-1971)",8599
D016909,"Tibia (1972-1991)",8600
D016910,"Orthodontic Appliances (1967-1991)",8601
D016911,"Depersonalization Disorder (1969-1991)",8602
D016912,"Norgestrel (1980-1991)",8603
D016913,"Blood Transfusion (1974-1991)",8604
D016914,"Ribonucleases (1973-1982)",8605
D016915,"Viral Vaccines (1987-1991)",8606
D016917,"Angiomatosis (1989-1991)",8607
D016918,"Arthritis, Infectious (1966-1991)",8608
D016919,"Meningitis (1967-1991)",8609
D016920,"specific bacterium (1966-1991)",8610
D016921,"specific mycosis (1966-1991)",8611
D016922,"Erythrocyte Aging (1967-1991)",8612
D016923,"Cell Survival (1971-1991)",8613
D016924,"Actinomyces (1969-1991)",8614
D016925,"Corynebacterium (1967-1991)",8615
D016926,"Mycobacterium, Atypical (1986-1991)",8616
D016927,"Mycobacterium (1966-1991)",8617
D016929,"Rhodococcus (1987-1991)",8618
D016930,"Streptomyces (1988-1991)",8619
D016934,"Bacteria (1966-1991)",8620
D016935,"Bacteria (1966-1991)",8621
D016940,"Myxococcales (1974-1991)",8622
D016941,"Myxococcales (1974-1991)",8623
D016944,"Bacteria (1972-1991)",8624
D016945,"Bacteria (1973-1991)",8625
D016946,"Gram-Negative Aerobic Bacteria (1992-1997)",8626
D016948,"Azotobacter (1966-1991)",8627
D016950,"Bordetella (1966-1991)",8628
D016952,"Legionella (1981-1991)",8629
D016954,"Alcaligenes (1971-1974)",8630
D016955,"Moraxella (1966-1991)",8631
D016956,"Pseudomonas (1971-1991)",8632
D016957,"Pseudomonas (1967-1991)",8633
D016958,"Pseudomonas (1966-1991)",8634
D016959,"Xanthomonas (1966-1991)",8635
D016960,"Agrobacterium (1966-1991)",8636
D016961,"Rhizobium (1966-1991)",8637
D016962,"Rhizobium (1966-1991)",8638
D016963,"Thermus (1978-1991)",8639
D016964,"Gram-Negative Anaerobic Bacteria (1976-1991)",8640
D016965,"Gram-Negative Anaerobic Bacteria (1992-1997)",8641
D016966,"Bacteroides (1981-1991)",8642
D016967,"Fusobacterium (1977-1991)",8643
D016968,"Bacteroidaceae (1986-1991)",8644
D016969,"Desulfovibrio (1968-1991)",8645
D016970,"Eikenella corrodens (1976-1991)",8646
D016971,"Escherichia (1966-1974)",8647
D016972,"Enterobacter (1966-1991)",8648
D016973,"Erwinia (1967-1991)",8649
D016974,"Erwinia (1980-1991)",8650
D016975,"Gardnerella vaginalis (1975-1991)",8651
D016976,"Actinobacillus (1966-1991)",8652
D016977,"Haemophilus (1980-1985)",8653
D016978,"Pasteurella (1966-1991)",8654
D016979,"Pasteurella (1966-1991)",8655
D016980,"Aeromonas (1967-1991)",8656
D016981,"Vibrionaceae (1978-1991)",8657
D016982,"Micrococcus (1968-1991)",8658
D016983,"Streptococcus (1966-1991)",8659
D016984,"Streptococcus (1966-1991)",8660
D016985,"Streptococcus (1966-1991)",8661
D016986,"Streptococcus (1986-1991)",8662
D016988,"Gram-Positive Asporogenous Rods (1992-1997)",8663
D016989,"Gram-Positive Asporogenous Rods (1992-1997)",8664
D016990,"Ureaplasma (1976-1991)",8665
D016992,"Rhodopseudomonas (1966-1991)",8666
D016993,"Chlamydia (1989-1991)",8667
D016995,"Rickettsiaceae (1981-1991)",8668
D016997,"Coxiella (1967-1991)",8669
D016998,"Campylobacter (1984-1990)",8670
D017000,"Campylobacter (1983-1991)",8671
D017003,"RNA Viruses (1984-1991)",8672
D017004,"Dependency (Psychology) (1987-1991)",8673
D017005,"Dental Bonding (1977-1991)",8674
D017006,"Tendons, Para-Articular (1972-1991)",8675
D017007,"Confidentiality (1976-1991)",8676
D017011,"Streptococcus (1966-1991)",8677
D017014,"Methanogens (1979-1991)",8678
D017017,"Methanogens (1979-1991)",8679
D017020,"Sarcina (1966-1974)",8680
D017021,"Sarcina (1966-1968)",8681
D017023,"Coronary Vessels/radiography (1966-1991)",8682
D017024,"specific drug/therapeutic use (1966-1991)",8683
D017026,"Alkaloids (1980-1991)",8684
D017027,"Phosphoprotein Phosphatases (1985-1991)",8685
D017029,"Epilepsy, Temporal Lobe (1979-1991)",8686
D017033,"Cyanobacteria (1970-1991)",8687
D017034,"Epilepsy, Temporal Lobe (1966-1991)",8688
D017036,"Epilepsy, Temporal Lobe (1966-1991)",8689
D017037,"Ferredoxins (1977-1991)",8690
D017038,"Glycoside Hydrolases (1979-1985)",8691
D017041,"Professional Staff Committees (1975-1991)",8692
D017042,"Phenylketonuria (1966-1991)",8693
D017043,"Meibomian Glands (1975-1990)",8694
D017044,"Kidney, Polycystic (1966-1991)",8695
D017045,"Streptococcus (1988-1991)",8696
D017046,"Cost Control (1979-1991)",8697
D017047,"Deductibles and Coinsurance (1968-1991)",8698
D017048,"Health Expenditures (1968-1991)",8699
D017049,"Health Expenditures (1968-1991)",8700
D017051,"Hospices (1977-1991)",8701
D017052,"Mortality (1966-1991)",8702
D017053,"Infection/prevention & control (1966-1991)",8703
D017054,"Medicare (1977-1991)",8704
D017058,"Mexico/ethnology (1978-1991)",8705
D017060,"Consumer Satisfaction (1966-1991)",8706
D017061,"Insurance, Health (1966-1991)",8707
D017063,"Outcome and Process Assessment (Health Care) (1979-1991)",8708
D017064,"Outcome and Process Assessment (Health Care) (1979-1991)",8709
D017072,"Corpus Striatum (1974-1992)",8710
D017073,"Atherosclerosis (1987-1992)",8711
D017074,"Immunologic Deficiency Syndromes (1975-1992)",8712
D017075,"Light Coagulation (1966-1992)",8713
D017076,"Computers (1968-1992)",8714
D017077,"Culture Media (1967-1992)",8715
D017078,"Lasers (1966-1992)",8716
D017079,"Exercise Test (1966-1992)",8717
D017081,"Laparoscopy (1989-1992)",8718
